All the King's Men	1949	3	7	yes
Ama Girls	1958	1	1	no
America America	1963	1	4	no
An American in Paris	1951	6	8	yes
Amphibious Fighters	1943	1	1	no
Anastasia	1956	1	2	no
Anchors Aweigh	1945	1	5	no
Anna and the King of Siam	1946	2	5	no
Annie Get Your Gun	1950	1	4	no
Anthony Adverse	1936	4	7	no
The Apartment	1960	5	10	yes
Aquatic House Party	1949	1	1	no
Arise, My Love	1940	1	4	no
Around the World in 80 Days	1956	5	8	yes
The Awful Truth	1937	1	6	no
The Bachelor and the Bobby-Soxer	1947	1	1	no
The Bad and the Beautiful	1952	5	6	no
Bad Girl	1931/32	2	3	no
The Barefoot Contessa	1954	1	2	no
The Battle of Midway	1942	1	1	no
Battleground	1949	2	6	no
Bear Country	1953	1	1	no
Becket	1964	1	12	no
The Bells of St. Mary's	1945	1	8	no
Ben-Hur	1959	11	12	yes
Benjy	1951	1	1	no
The Bespoke Overcoat	1956	1	1	no
The Best Years of Our Lives	1946	7 (1)	8	yes
Beyond the Line of Duty	1942	1	1	no
Bicycle Thieves	1949	0 (1)	1	no
The Big Broadcast of 1938	1938	1	1	no
The Big Country	1958	1	2	no
The Big House	1929/30	2	4	no
Bill and Coo	1948	0 (1)	0	no
Birds Anonymous	1957	1	1	no
The Bishop's Wife	1947	1	5	no
Black Fox: The Rise and Fall of Adolf Hitler (The Black Fox)	1962	1	1	no
Black Narcissus	1947	2	2	no
Black Orpheus (Orfeu Negro)	1959	1	1	no
The Black Swan	1942	1	3	no
Blithe Spirit	1946	1	1	no
Blood and Sand	1941	1	2	no
Blood on the Sun	1945	1	1	no
Blossoms in the Dust	1941	1	4	no
Body and Soul	1947	1	3	no
Bored of Education	1936	1	1	no
Born Yesterday	1950	1	5	no
A Boy and His Dog	1946	1	1	no
Boys Town	1938	2	5	no
The Brave One	1956	1	3	no
Breakfast at Tiffany's	1961	2	5	no
Breaking the Sound Barrier	1952	1	2	no
Ship of Fools	1965	2	8	no
The Bridge on the River Kwai	1957	7	8	yes
The Bridges at Toko-Ri	1955	1	2	no
Broadway Melody of 1936	1935	1	3	no
The Broadway Melody	1928/29	1	3	yes
Broken Lance	1954	1	2	no
Busy Little Bears	1939	1	1	no
BUtterfield 8	1960	1	2	no
Calamity Jane	1953	1	3	no
Call Me Madam	1953	1	2	no
Captain Carey, U.S.A.	1950	1	1	no
Captains Courageous	1937	1	4	no
Casablanca	1943	3	8	yes
Casals Conducts: 1964	1964	1	1	no
The Cat Concerto	1946	1	1	no
Cavalcade	1932/33	3	4	yes
Chagall	1963	1	1	no
The Champ	1931/32	2	4	no
Champion	1949	1	6	no
A Chance to Live	1949	1	1	no
The Charge of the Light Brigade	1936	1	3	no
The Chicken (Le Poulet)	1965	1	1	no
Churchill's Island	1941	1	1	no
Cimarron	1930/31	3	7	yes
The Circus	1927/28	0 (1)	0	no
Citizen Kane	1941	1	9	no
City of Wax	1934	1	1	no
Cleopatra	1934	1	5	no
Cleopatra	1963	4	9	no
Climbing the Matterhorn	1947	1	1	no
Come and Get It	1936	1	2	no
Come Back, Little Sheba	1952	1	3	no
Coquette	1928/29	1	1	no
The Country Cousin	1936	1	1	no
The Country Girl	1954	2	7	no
Cover Girl	1944	1	5	no
The Cowboy and the Lady	1938	1	3	no
Crash Dive	1943	1	1	no
Crashing the Water Barrier	1956	1	1	no
The Critic	1963	1	1	no
La Cucaracha	1934	1	1	no
Cyrano de Bergerac	1950	1	1	no
A Damsel in Distress	1937	1	2	no
Dangerous	1935	1	1	no
The Dark Angel	1935	1	3	no
The Dawn Patrol	1930/31	1	1	no
Day of the Painter	1960	1	1	no
Daybreak in Udi	1949	1	1	no
Days of Wine and Roses	1962	1	5	no
December 7th	1943	1	1	no
Declaration of Independence	1938	1	1	no
The Defiant Ones	1958	2	9	no
Der Fuehrer's Face	1942	1	1	no
Desert Victory	1943	1	1	no
Design for Death	1947	1	1	no
Designing Woman	1957	1	1	no
Destination Moon	1950	1	2	no
The Diary of Anne Frank	1959	3	8	no
Disraeli	1929/30	1	3	no
The Divine Lady	1928/29	1	3	no
Divorce Italian Style	1962	1	3	no
The Divorcee	1929/30	1	4	no
Dodsworth	1936	1	7	no
The Dot and the Line (The Dot and the Line: A Romance in Lower Mathematics)	1965	1	1	no
A Double Life	1947	2	4	no
The Dove	1927/28	1	1	no
Dr. Jekyll and Mr. Hyde	1931/32	1	3	no
Dumbo	1941	1	2	no
Dylan Thomas	1962	1	1	no
East of Eden	1955	1	4	no
Easter Parade	1948	1	1	no
Elmer Gantry	1960	3	5	no
The Enemy Below	1957	1	1	no
Eskimo	1934	1	1	no
Exodus	1960	1	3	no
The Face of Lincoln	1955	1	2	no
Facing Your Danger	1946	1	1	no
The Facts of Life	1960	1	5	no
Fantasia	1940	0 (2)	0	no
A Farewell to Arms	1932/33	2	4	no
The Farmer's Daughter	1947	1	2	no
Father Goose	1964	1	3	no
Federico Fellini's 8½	1963	2	5	no
Ferdinand the Bull	1938	1	1	no
The Fighting Lady	1944	1	1	no
First Steps	1947	1	1	no
Flowers and Trees	1931/32	1	1	no
Folies Bergere	1935	1	1	no
For Scent-imental Reasons	1949	1	1	no
For Whom the Bell Tolls	1943	1	9	no
Forbidden Games	1952	0 (1)	1	no
A Force in Readiness	1961	0 (1)	0	no
A Free Soul	1930/31	1	3	no
Frenchman's Creek	1945	1	1	no
From Here to Eternity	1953	8	13	yes
The Garden of Allah	1936	0 (1)	2	no
Gaslight	1944	2	7	no
Gate of Hell (Jigokumon)	1954	1 (1)	1	no
The Gay Divorcee	1934	1	5	no
Gentleman's Agreement	1947	3	8	yes
Gerald McBoing-Boing	1950	1	1	no
Giant	1956	1	10	no
Gigi	1958	9	9	yes
Giuseppina	1960	1	1	no
Give Me Liberty	1936	1	1	no
Glass (Glas)	1959	1	1	no
The Glenn Miller Story	1954	1	3	no
Going My Way	1944	7	10	yes
Gold Diggers of 1935	1935	1	2	no
The Golden Fish (Histoire d'un poisson rouge)	1959	1	1	no
Goldfinger	1964	1	1	no
Gone with the Wind	1939	8 (2)	13	yes
The Good Earth	1937	2	5	no
Goodbye, Miss Turlock	1947	1	1	no
Goodbye, Mr. Chips	1939	1	7	no
Grand Canyon	1958	1	1	no
Grand Hotel	1931/32	1	1	yes
Grandad of Races	1950	1	1	no
The Grapes of Wrath	1940	2	7	no
The Great Caruso	1951	1	3	no
Great Expectations	1947	2	5	no
The Great Lie	1941	1	1	no
The Great McGinty	1940	1	1	no
The Great Race	1965	1	5	no
The Great Waltz	1938	1	3	no
The Great Ziegfeld	1936	3	7	yes
The Greatest Show on Earth	1952	2	5	yes
Green Dolphin Street	1947	1	4	no
The Guns of Navarone	1961	1	7	no
Hamlet	1948	4	7	yes
Happy Anniversary (Heureux Anniversaire)	1962	1	1	no
Harvey	1950	1	2	no
The Harvey Girls	1946	1	2	no
Heavenly Music	1943	1	1	no
The Heiress	1949	4	8	no
Helen Keller in Her Story (The Unconquered)	1955	1	1	no
Hello, Frisco, Hello	1943	1	2	no
Henry V	1946	0 (1)	4	no
Here Comes Mr. Jordan	1941	2	7	no
Here Comes the Groom	1951	1	2	no
The High and the Mighty	1954	1	6	no
High Noon	1952	4	7	no
Hitler Lives	1945	1	1	no
A Hole in the Head	1959	1	1	no
The Hole	1962	1	1	no
Holiday Inn	1942	1	3	no
The Horse with the Flying Tail	1960	1	1	no
The House I Live In	1945	0 (1)	0	no
The House on 92nd Street	1945	1	1	no
How Green Was My Valley	1941	5	10	yes
How the West Was Won	1963	3	8	no
How to Sleep	1935	1	1	no
Hud	1963	3	7	no
The Human Comedy	1943	1	5	no
The Hurricane	1937	1	3	no
The Hustler	1961	2	9	no
I Want to Live!	1958	1	6	no
I Wanted Wings	1941	1	1	no
I Won't Play	1944	1	1	no
I'll Cry Tomorrow	1955	1	4	no
In Beaver Valley	1950	1	1	no
In Old Arizona	1928/29	1	5	no
In Old Chicago	1937	2	6	no
In Which We Serve	1942	0 (1)	2	no
The Informer	1935	4	6	no
Interrupted Melody	1955	1	3	no
The Invaders	1942	1	3	no
Irma la Douce	1963	1	3	no
It Happened One Night	1934	5	5	yes
It's a Mad, Mad, Mad, Mad World	1963	1	6	no
The Jazz Singer	1927/28	0 (1)	1	no
Jezebel	1938	2	5	no
Joan of Arc	1948	2 (1)	7	no
Johann Mouse	1952	1	1	no
Johnny Belinda	1948	1	12	no
Johnny Eager	1942	1	1	no
The Joker Is Wild	1957	1	1	no
The Jolson Story	1946	2	6	no
Judgment at Nuremberg	1961	2	11	no
Julius Caesar	1953	1	5	no
Kentucky	1938	1	1	no
Key Largo	1948	1	1	no
The King and I	1956	5	9	no
King of Jazz	1929/30	1	1	no
King Solomon's Mines	1950	2	3	no
Kitty Foyle (Kitty Foyle: The Natural History of a Woman)	1940	1	5	no
Knighty Knight Bugs	1958	1	1	no
Kokoda Front Line!	1942	1	1	no
Kon-Tiki	1950	1	1	no
Krakatoa	1932/33	1	1	no
Kukan	1941	0 (1)	0	no
La Strada (The Road)	1956	1	2	no
La Dolce Vita	1961	1	4	no
Lady Be Good	1941	1	1	no
The Last Command	1927/28	1	2	no
Laura	1944	1	5	no
The Lavender Hill Mob	1952	1	2	no
Lawrence of Arabia	1962	7	10	yes
Leave Her to Heaven	1945	1	4	no
Lend a Paw	1941	1	1	no
Les Girls	1957	1	3	no
A Letter to Three Wives	1949	2	3	no
The Life of Emile Zola	1937	3	10	yes
Light in the Window	1952	1	1	no
Lili	1953	1	6	no
Lilies of the Field	1963	1	5	no
The Little Kidnappers (The Kidnappers)	1954	0 (2)	0	no
The Little Orphan	1948	1	1	no
Little Women	1932/33	1	3	no
Little Women	1949	1	2	no
The Lives of a Bengal Lancer	1935	1	7	no
The Living Desert	1953	1	1	no
The Longest Day	1962	2	5	no
Lost Horizon	1937	2	7	no
The Lost Weekend	1945	4	7	yes
Love Is a Many-Splendored Thing	1955	3	8	no
Love Me or Leave Me	1955	1	6	no
Lust for Life	1956	1	4	no
Magoo's Puddle Jumper	1956	1	1	no
Main Street on the March!	1941	1	1	no
The Man Who Knew Too Much	1956	1	1	no
Manhattan Melodrama	1934	1	1	no
Marie-Louise	1945	1	1	no
Marty	1955	4	8	yes
Mary Poppins	1964	5	13	no
Men Against the Arctic	1955	1	1	no
The Merry Widow	1934	1	1	no
A Midsummer Night's Dream	1935	2	4[7]	no
Mighty Joe Young	1949	1	1	no
Mildred Pierce	1945	1	6	no
The Milky Way	1940	1	1	no
Min and Bill	1930/31	1	1	no
Miracle on 34th Street	1947	3	4	no
The Miracle Worker	1962	2	5	no
Mister Roberts	1955	1	3	no
Monsieur Vincent	1948	0 (1)	0	no
Moonbird	1959	1	1	no
The More the Merrier	1943	1	6	no
Morning Glory	1932/33	1	1	no
Moscow Strikes Back	1942	1	1	no
Mother Wore Tights	1947	1	3	no
Moulin Rouge	1952	2	7	no
Mouse Trouble	1944	1	1	no
Mr. Deeds Goes to Town	1936	1	5	no
Mr. Smith Goes to Washington	1939	1	11	no
Mrs. Miniver	1942	6	12	yes
Munro	1960	1	1	no
The Music Box	1931/32	1	1	no
The Music Man	1962	1	6	no
Mutiny on the Bounty	1935	1	8	yes
My Fair Lady	1964	8	12	yes
My Uncle (Mon oncle)	1958	1	1	no
The Naked City	1948	2	3	no
National Velvet	1945	2	5	no
Nature's Half Acre	1951	1	1	no
Naughty Marietta	1935	1	2	no
Neighbours	1952	1	2	no
Neptune's Daughter	1949	1	1	no
Never on Sunday (Pote tin Kyriaki)	1960	1	5	no
The Night of the Iguana	1964	1	4	no
Nights of Cabiria (Le Notti di Cabiria)	1957	1	1	no
Nine from Little Rock	1964	1	1	no
None But the Lonely Heart	1944	1	4	no
North West Mounted Police	1940	1	5	no
Now, Voyager	1942	1	3	no
An Occurrence at Owl Creek Bridge	1963	1	1[8]	no
Of Pups and Puzzles	1941	1	1	no
Oklahoma!	1955	2	4	no
The Old Man and the Sea	1958	1	3	no
The Old Mill	1937	1	1	no
On the Town	1949	1	1	no
On the Waterfront	1954	8	12	yes
One Hundred Men and a Girl	1937	1	5	no
One Night of Love	1934	2	6	no
One Way Passage	1932/33	1	1	no
Overture to The Merry Wives of Windsor	1953	1	1	no
The Paleface	1948	1	1	no
Panic in the Streets	1950	1	1	no
Papa's Delicate Condition	1963	1	1	no
The Patriot	1928/29	1	5	no
Penny Wisdom	1937	1	1	no
Phantom of the Opera	1943	2	4	no
The Philadelphia Story	1940	2	6	no
Picnic	1955	2	6	no
The Picture of Dorian Gray	1945	1	3	no
Pillow Talk	1959	1	5	no
The Pink Phink	1964	1	1	no
Pinocchio	1940	2	2	no
A Place in the Sun	1951	6	9	no
Plymouth Adventure	1952	1	1	no
Pollyanna	1960	0 (1)	0	no
Porgy and Bess	1959	1	4	no
Portrait of Jennie	1948	1	2	no
Prelude to War	1942	1	1	no
Pride and Prejudice	1940	1	1	no
The Pride of the Yankees	1942	1	11	no
Princess O'Rourke	1943	1	1	no
The Private Life of Henry VIII	1932/33	1	2	no
The Private Life of the Gannets	1937	1	1	no
Project Hope	1961	1	1	no
The Public Pays	1936	1	1	no
Pygmalion	1938	1	4	no
Quicker'n a Wink	1940	1	1	no
The Quiet Man	1952	2	7	no
Quiet Please!	1945	1	1	no
The Rains Came	1939	1	6[9]	no
Rashomon	1951	0 (1)	1	no
The Razor's Edge	1946	1	4	no
Reap the Wild Wind	1942	1	3	no
Rebecca	1940	2	11	yes
The Red Balloon (Le ballon rouge)	1956	1	1	no
The Red Shoes	1948	2	5	no
The Robe	1953	2	5	no
Robert Frost: A Lover's Quarrel with the World	1963	1	1	no
Roman Holiday	1953	3	10	no
Room at the Top	1959	2	6	no
The Rose Tattoo	1955	3	8	no
Sabrina	1954	1	6	no
Samson and Delilah	1950	2	5	no
Samurai I: Musashi Miyamoto (Miyamoto Musashi)	1955	0 (1)	0	no
San Francisco	1936	1	6	no
Sayonara	1957	4	10	no
The Scoundrel	1935	1	1	no
The Sea Around Us	1952	1	1	no
Seal Island	1948	1	1	no
The Search	1948	1 (1)	4	no
Seawards the Great Ships	1961	1	1	no
The Secret Land	1948	1	1	no
Seeds of Destiny	1946	1	1	no
Separate Tables	1958	2	7	no
Serengeti Shall Not Die (Serengeti darf nicht sterben)	1959	1	1	no
Sergeant York	1941	2	11	no
Seven Brides for Seven Brothers	1954	1	5	no
Seven Days to Noon	1951	1	1	no
The Seventh Veil	1946	1	1	no
Shane	1953	1	6	no
Shanghai Express	1931/32	1	3	no
She Wore a Yellow Ribbon	1949	1	1	no
Shoeshine (Sciuscià)	1947	0 (1)	1	no
The Silent World (Le Monde du silence)	1956	1	1	no
The Sin of Madelon Claudet	1931/32	1	1	no
Since You Went Away	1944	1	9	no
Skippy	1930/31	1	4	no
Sky Above and Mud Beneath (Le Ciel et la boue)	1961	1	1	no
The Snake Pit	1948	1	6	no
Snow White and the Seven Dwarfs	1937	0 (1)	1	no
So Much for So Little	1949	1	1	no
So This Is Harris!	1932/33	1	1	no
The Solid Gold Cadillac	1956	1	2	no
Some Like It Hot	1959	1	6	no
Somebody Up There Likes Me	1956	2	3	no
The Song of Bernadette	1943	4	12	no
Song of the South	1947	1 (1)	2	no
Song Without End	1960	1	1	no
Sons and Lovers	1960	1	7	no
Sons of Liberty	1939	1	1	no
South Pacific	1958	1	3	no
Spartacus	1960	4	6	no
Spawn of the North	1938	0 (1)	0	no
Speaking of Animals and Their Families	1942	1	1	no
Speedy Gonzales	1955	1	1	no
Spellbound	1945	1	6	no
Splendor in the Grass	1961	1	2	no
Stagecoach	1939	2	7	no
Stairway to Light	1945	1	1	no
Stalag 17	1953	1	3	no
Star in the Night	1945	1	1	no
A Star Is Born	1937	1 (1)	7	no
State Fair	1945	1	2	no
The Story of Louis Pasteur	1936	3	4	no
The Stratton Story	1949	1	1	no
Street Angel	1927/28	1	3	no
A Streetcar Named Desire	1951	4	12	no
Strike Up the Band	1940	1	3	no
The Substitute	1961	1	1	no
Sundays and Cybele (Le Dimanches de Ville d'Avray)	1962	1	3	no
Sunrise	1927/28	3	4[10]	no
Sunset Boulevard	1950	3	11	no
Survival City	1955	1	1	no
Suspicion	1941	1	3	no
Sweet Bird of Youth	1962	1	3	no
Sweethearts	1938	0 (1)	2	no
Swing Time	1936	1	2	no
Symphony of a City	1948	1	1	no
Tabu	1930/31	1	1	no
Target for Tonight	1941	0 (1)	0	no
Teddy, the Rough Rider	1940	1	1	no
Tempest	1927/28	1	1	no
The Ten Commandments	1956	1	7	no
That Hamilton Woman	1941	1	4	no
That Mothers Might Live	1938	1	1	no
The Thief of Bagdad	1940	3	4	no
The Third Man	1950	1	3	no
Thirty Seconds Over Tokyo	1944	1	2	no
This Above All	1942	1	4	no
This Is the Army	1943	1	3	no
This Land Is Mine	1943	1	1	no
This Mechanical Age	1954	1	1	no
Three Coins in the Fountain	1954	2	3	no
The Three Faces of Eve	1957	1	1	no
Three Little Pigs	1932/33	1	1	no
Three Orphan Kittens	1935	1	1	no
Through a Glass Darkly (Såsom i en spegel)	1961	1	2	no
Thunderball	1965	1	1	no
Thursday's Children	1954	1	1	no
The Time Machine	1960	1	1	no
A Time Out of War	1954	1	1	no
Tin Pan Alley	1940	1	1	no
The Titan: Story of Michelangelo	1950	1	1	no
Titanic	1953	1	2	no
To Catch a Thief	1955	1	3	no
To Each His Own	1946	1	2	no
To Kill a Mockingbird	1962	3	8	no
Tom Jones	1963	4	10	yes
tom thumb	1958	1	1	no
Toot, Whistle, Plunk and Boom	1953	1	1	no
Topkapi	1964	1	1	no
The Tortoise and the Hare	1934	1	1	no
Torture Money	1937	1	1	no
Toward Independence	1948	1	1	no
Transatlantic	1931/32	1	1	no
The Treasure of the Sierra Madre	1948	3	4	no
A Tree Grows in Brooklyn	1945	1	2	no
The True Glory	1945	1	1	no
The True Story of the Civil War	1956	1	1	no
Tweetie Pie	1947	1	1	no
Twelve O'Clock High	1949	2	4	no
Two Arabian Knights	1927/28	1	1	no
The Two Mouseketeers	1951	1	1	no
Two Women (La Ciociara)	1961	1	1	no
The Ugly Duckling	1939	1	1	no
Underworld	1927/28	1	1	no
The V.I.P.s	1963	1	1	no
Vacation from Marriage (UK title Perfect Strangers)	1946	1	1	no
Van Gogh	1949	1	1	no
The Vanishing Prairie	1954	1	1	no
The Virgin Spring (Jungfrukällan)	1960	1	2	no
Viva Villa!	1934	1	4	no
Viva Zapata!	1952	1	5	no
Waikiki Wedding	1937	1	2	no
The Walls of Malapaga	1950	0 (1)	0	no
The War of the Worlds	1953	1	3	no
Watch on the Rhine	1943	1	4	no
Water Birds	1952	1	1	no
The Way of All Flesh	1927/28	1	1	no
West Side Story	1961	10	11	yes
The Westerner	1940	1	3	no
The Wetback Hound	1957	1	1	no
What Ever Happened to Baby Jane?	1962	1	5	no
When Tomorrow Comes	1939	1	1	no
When Magoo Flew	1954	1	1	no
When Worlds Collide	1951	1	2	no
White Shadows in the South Seas	1928/29	1	1	no
White Wilderness	1958	1	2	no
Who's Who in Animal Land	1944	1	1	no
Why Korea?	1950	1	1	no
Wilson	1944	5	10	no
Wings	1927/28	2	2	yes
Wings Over Everest	1935	1	1	no
With a Song in My Heart	1952	1	5	no
With Byrd at the South Pole	1929/30	1	1	no
With the Marines at Tarawa	1944	1	1	no
The Wizard of Oz	1939	2	6[11]	no
Woman of the Year	1942	1	2	no
Wonder Man	1945	1	4	no
The Wonderful World of the Brothers Grimm	1962	1	4	no
World of Kids	1951	1	1	no
World Without Sun (Le Monde sans soleil)	1964	1	1	no
Wrestling Swordfish	1931/32	1	1	no
Written on the Wind	1956	1	3	no
Wuthering Heights	1939	1	8	no
Yankee Doodle Dandy	1942	3	8	no
The Yankee Doodle Mouse	1943	1	1	no
The Yearling	1946	2	7	no
Yesterday, Today and Tomorrow (Ieri, oggi, domani)	1964	1	1	no
You Can't Take It with You	1938	2	7	yes
Zorba the Greek (Alexis Zorbas)	1964	3	7	no
